"","Locations_to_use","left","right","xloc","yloc","xloc1","yloc1","Date","batches_per_lane","su_per_lane"
"1","A01A01","A01","A01",75,10,9,73,"8-Aug-14",1,27
"2","A01A01","A01","A01",75,10,9,73,"1-Sep-14",1,14
"3","A01A01","A01","A01",75,10,9,73,"13-Aug-14",1,27
"4","A01A01","A01","A01",75,10,9,73,"31-Jul-14",1,27
"5","A01A01","A01","A01",75,10,9,73,"21-Aug-14",1,27
"6","A01A01","A01","A01",75,10,9,73,"30-Jul-14",1,27
"7","A01A01","A01","A01",75,10,9,73,"9-Sep-14",1,1
"8","A01A01","A01","A01",75,10,9,73,"18-Aug-14",1,27
"9","A01A01","A01","A01",75,10,9,73,"10-Sep-14",1,1
"10","A01A01","A01","A01",75,10,9,73,"15-Jul-14",1,27
"11","A01A01","A01","A01",75,10,9,73,"19-Sep-14",1,36
"12","A01A01","A01","A01",75,10,9,73,"6-Sep-14",1,34
"13","A01A01","A01","A01",75,10,9,73,"11-Aug-14",1,27
"14","A01A01","A01","A01",75,10,9,73,"14-Aug-14",1,27
"15","A01A01","A01","A01",75,10,9,73,"16-Sep-14",1,36
"16","A01A01","A01","A01",75,10,9,73,"10-Jul-14",1,27
"17","A01A01","A01","A01",75,10,9,73,"11-Jul-14",1,27
"18","A01A01","A01","A01",75,10,9,73,"18-Jul-14",1,27
"19","A01A01","A01","A01",75,10,9,73,"3-Aug-14",1,27
"20","A01A01","A01","A01",75,10,9,73,"13-Sep-14",1,36
"21","A01A01","A01","A01",75,10,9,73,"17-Sep-14",1,36
"22","A01A01","A01","A01",75,10,9,73,"12-Sep-14",1,36
"23","A01A01","A01","A01",75,10,9,73,"3-Sep-14",1,14
"24","A01A01","A01","A01",75,10,9,73,"16-Jul-14",1,27
"25","A01A01","A01","A01",75,10,9,73,"12-Aug-14",1,27
"26","A01A01","A01","A01",75,10,9,73,"28-Jul-14",1,27
"27","A01A01","A01","A01",75,10,9,73,"6-Aug-14",1,27
"28","A01A01","A01","A01",75,10,9,73,"19-Aug-14",1,27
"29","A01A01","A01","A01",75,10,9,73,"15-Sep-14",1,36
"30","A01A01","A01","A01",75,10,9,73,"5-Jul-14",1,27
"31","A01A01","A01","A01",75,10,9,73,"1-Aug-14",1,27
"32","A01A01","A01","A01",75,10,9,73,"12-Jul-14",1,27
"33","A01A01","A01","A01",75,10,9,73,"2-Sep-14",1,14
"34","A01A01","A01","A01",75,10,9,73,"16-Aug-14",1,27
"35","A01A01","A01","A01",75,10,9,73,"22-Jul-14",1,27
"36","A01A01","A01","A01",75,10,9,73,"9-Jul-14",1,27
"37","A01A01","A01","A01",75,10,9,73,"27-Aug-14",1,14
"38","A01A01","A01","A01",75,10,9,73,"28-Aug-14",1,14
"39","A01A01","A01","A01",75,10,9,73,"11-Sep-14",1,36
"40","A01A01","A01","A01",75,10,9,73,"29-Aug-14",1,14
"41","A01A01","A01","A01",75,10,9,73,"4-Jul-14",1,28
"42","A01A01","A01","A01",75,10,9,73,"5-Aug-14",1,27
"43","A01A01","A01","A01",75,10,9,73,"10-Aug-14",1,27
"44","A01A01","A01","A01",75,10,9,73,"8-Jul-14",1,27
"45","A01A01","A01","A01",75,10,9,73,"23-Aug-14",1,27
"46","A01A01","A01","A01",75,10,9,73,"17-Jul-14",1,27
"47","A01A01","A01","A01",75,10,9,73,"25-Aug-14",1,27
"48","A01A01","A01","A01",75,10,9,73,"7-Aug-14",1,27
"49","A01A01","A01","A01",75,10,9,73,"26-Aug-14",1,27
"50","A01A01","A01","A01",75,10,9,73,"7-Jul-14",1,27
"51","A01A01","A01","A01",75,10,9,73,"26-Jul-14",1,27
"52","A01A01","A01","A01",75,10,9,73,"14-Jul-14",1,27
"53","A01A01","A01","A01",75,10,9,73,"29-Jul-14",1,27
"54","A01A01","A01","A01",75,10,9,73,"3-Jul-14",2,40
"55","A01A01","A01","A01",75,10,9,73,"8-Sep-14",1,34
"56","A01A01","A01","A01",75,10,9,73,"9-Aug-14",1,27
"57","A01A01","A01","A01",75,10,9,73,"22-Aug-14",1,27
"58","A01A01","A01","A01",75,10,9,73,"15-Aug-14",1,27
"59","A01A01","A01","A01",75,10,9,73,"21-Jul-14",1,27
"60","A01A02","A01","A02",75,20,9,72,"30-Jul-14",1,36
"61","A01A02","A01","A02",75,20,9,72,"31-Jul-14",1,36
"62","A01A02","A01","A02",75,20,9,72,"15-Jul-14",1,36
"63","A01A02","A01","A02",75,20,9,72,"5-Sep-14",1,35
"64","A01A02","A01","A02",75,20,9,72,"4-Sep-14",1,35
"65","A01A02","A01","A02",75,20,9,72,"16-Jul-14",1,36
"66","A01A02","A01","A02",75,20,9,72,"3-Aug-14",1,36
"67","A01A02","A01","A02",75,20,9,72,"13-Sep-14",1,35
"68","A01A02","A01","A02",75,20,9,72,"15-Sep-14",1,35
"69","A01A02","A01","A02",75,20,9,72,"2-Sep-14",1,35
"70","A01A02","A01","A02",75,20,9,72,"6-Sep-14",1,35
"71","A01A02","A01","A02",75,20,9,72,"19-Sep-14",1,35
"72","A01A02","A01","A02",75,20,9,72,"18-Jul-14",1,36
"73","A01A02","A01","A02",75,20,9,72,"5-Aug-14",1,36
"74","A01A02","A01","A02",75,20,9,72,"22-Jul-14",1,36
"75","A01A02","A01","A02",75,20,9,72,"6-Aug-14",1,1
"76","A01A02","A01","A02",75,20,9,72,"10-Jul-14",1,36
"77","A01A02","A01","A02",75,20,9,72,"3-Sep-14",1,35
"78","A01A02","A01","A02",75,20,9,72,"16-Sep-14",1,35
"79","A01A02","A01","A02",75,20,9,72,"12-Sep-14",1,35
"80","A01A02","A01","A02",75,20,9,72,"1-Aug-14",1,36
"81","A01A02","A01","A02",75,20,9,72,"9-Jul-14",1,36
"82","A01A02","A01","A02",75,20,9,72,"28-Jul-14",1,36
"83","A01A02","A01","A02",75,20,9,72,"9-Sep-14",1,1
"84","A01A02","A01","A02",75,20,9,72,"10-Sep-14",1,1
"85","A01A02","A01","A02",75,20,9,72,"8-Sep-14",1,35
"86","A01A02","A01","A02",75,20,9,72,"5-Jul-14",1,36
"87","A01A02","A01","A02",75,20,9,72,"12-Jul-14",1,36
"88","A01A02","A01","A02",75,20,9,72,"17-Sep-14",1,35
"89","A01A02","A01","A02",75,20,9,72,"11-Jul-14",1,36
"90","A01A02","A01","A02",75,20,9,72,"11-Sep-14",1,35
"91","A01A02","A01","A02",75,20,9,72,"7-Jul-14",1,36
"92","A01A02","A01","A02",75,20,9,72,"3-Jul-14",1,36
"93","A01A02","A01","A02",75,20,9,72,"21-Jul-14",1,36
"94","A01A02","A01","A02",75,20,9,72,"17-Jul-14",1,36
"95","A01A02","A01","A02",75,20,9,72,"26-Jul-14",1,36
"96","A01A02","A01","A02",75,20,9,72,"14-Jul-14",1,36
"97","A01A02","A01","A02",75,20,9,72,"29-Jul-14",1,36
"98","A01A02","A01","A02",75,20,9,72,"8-Jul-14",1,36
"99","A01A02","A01","A02",75,20,9,72,"4-Jul-14",1,36
"100","A01A03","A01","A03",75,30,9,71,"3-Aug-14",1,35
"101","A01A03","A01","A03",75,30,9,71,"30-Jul-14",1,35
"102","A01A03","A01","A03",75,30,9,71,"17-Sep-14",1,36
"103","A01A03","A01","A03",75,30,9,71,"10-Jul-14",1,35
"104","A01A03","A01","A03",75,30,9,71,"31-Jul-14",1,35
"105","A01A03","A01","A03",75,30,9,71,"21-Aug-14",1,35
"106","A01A03","A01","A03",75,30,9,71,"9-Sep-14",1,1
"107","A01A03","A01","A03",75,30,9,71,"6-Sep-14",1,36
"108","A01A03","A01","A03",75,30,9,71,"12-Sep-14",1,36
"109","A01A03","A01","A03",75,30,9,71,"13-Sep-14",1,36
"110","A01A03","A01","A03",75,30,9,71,"19-Sep-14",1,36
"111","A01A03","A01","A03",75,30,9,71,"15-Jul-14",1,35
"112","A01A03","A01","A03",75,30,9,71,"11-Aug-14",1,35
"113","A01A03","A01","A03",75,30,9,71,"6-Aug-14",1,35
"114","A01A03","A01","A03",75,30,9,71,"19-Aug-14",1,35
"115","A01A03","A01","A03",75,30,9,71,"23-Aug-14",1,35
"116","A01A03","A01","A03",75,30,9,71,"1-Aug-14",1,35
"117","A01A03","A01","A03",75,30,9,71,"14-Aug-14",1,35
"118","A01A03","A01","A03",75,30,9,71,"13-Aug-14",1,35
"119","A01A03","A01","A03",75,30,9,71,"28-Jul-14",1,35
"120","A01A03","A01","A03",75,30,9,71,"15-Sep-14",1,36
"121","A01A03","A01","A03",75,30,9,71,"27-Aug-14",1,1
"122","A01A03","A01","A03",75,30,9,71,"5-Jul-14",1,35
"123","A01A03","A01","A03",75,30,9,71,"16-Jul-14",1,35
"124","A01A03","A01","A03",75,30,9,71,"8-Aug-14",1,35
"125","A01A03","A01","A03",75,30,9,71,"9-Jul-14",1,35
"126","A01A03","A01","A03",75,30,9,71,"12-Aug-14",1,35
"127","A01A03","A01","A03",75,30,9,71,"1-Sep-14",1,18
"128","A01A03","A01","A03",75,30,9,71,"4-Jul-14",1,35
"129","A01A03","A01","A03",75,30,9,71,"4-Sep-14",1,18
"130","A01A03","A01","A03",75,30,9,71,"10-Sep-14",1,1
"131","A01A03","A01","A03",75,30,9,71,"18-Aug-14",1,35
"132","A01A03","A01","A03",75,30,9,71,"22-Jul-14",1,35
"133","A01A03","A01","A03",75,30,9,71,"16-Sep-14",1,36
"134","A01A03","A01","A03",75,30,9,71,"3-Jul-14",3,44
"135","A01A03","A01","A03",75,30,9,71,"5-Aug-14",1,35
"136","A01A03","A01","A03",75,30,9,71,"16-Aug-14",1,35
"137","A01A03","A01","A03",75,30,9,71,"10-Aug-14",1,35
"138","A01A03","A01","A03",75,30,9,71,"11-Jul-14",1,35
"139","A01A03","A01","A03",75,30,9,71,"8-Sep-14",1,36
"140","A01A03","A01","A03",75,30,9,71,"11-Sep-14",1,36
"141","A01A03","A01","A03",75,30,9,71,"2-Sep-14",1,18
"142","A01A03","A01","A03",75,30,9,71,"15-Aug-14",1,35
"143","A01A03","A01","A03",75,30,9,71,"18-Jul-14",1,35
"144","A01A03","A01","A03",75,30,9,71,"14-Jul-14",1,35
"145","A01A03","A01","A03",75,30,9,71,"29-Jul-14",1,35
"146","A01A03","A01","A03",75,30,9,71,"25-Aug-14",1,35
"147","A01A03","A01","A03",75,30,9,71,"12-Jul-14",1,35
"148","A01A03","A01","A03",75,30,9,71,"3-Sep-14",1,18
"149","A01A03","A01","A03",75,30,9,71,"26-Aug-14",1,35
"150","A01A03","A01","A03",75,30,9,71,"26-Jul-14",1,35
"151","A01A03","A01","A03",75,30,9,71,"29-Aug-14",1,18
"152","A01A03","A01","A03",75,30,9,71,"21-Jul-14",1,35
"153","A01A03","A01","A03",75,30,9,71,"8-Jul-14",1,35
"154","A01A03","A01","A03",75,30,9,71,"22-Aug-14",1,35
"155","A01A03","A01","A03",75,30,9,71,"9-Aug-14",1,35
"156","A01A03","A01","A03",75,30,9,71,"7-Jul-14",1,35
"157","A01A03","A01","A03",75,30,9,71,"7-Aug-14",1,35
"158","A01A03","A01","A03",75,30,9,71,"17-Jul-14",1,35
"159","A01A04","A01","A04",75,40,9,70,"17-Sep-14",1,33
"160","A01A04","A01","A04",75,40,9,70,"6-Sep-14",1,33
"161","A01A04","A01","A04",75,40,9,70,"3-Aug-14",2,26
"162","A01A04","A01","A04",75,40,9,70,"10-Sep-14",1,1
"163","A01A04","A01","A04",75,40,9,70,"12-Sep-14",1,33
"164","A01A04","A01","A04",75,40,9,70,"15-Jul-14",1,25
"165","A01A04","A01","A04",75,40,9,70,"1-Aug-14",2,26
"166","A01A04","A01","A04",75,40,9,70,"16-Jul-14",1,25
"167","A01A04","A01","A04",75,40,9,70,"5-Jul-14",2,26
"168","A01A04","A01","A04",75,40,9,70,"22-Jul-14",2,26
"169","A01A04","A01","A04",75,40,9,70,"6-Aug-14",2,26
"170","A01A04","A01","A04",75,40,9,70,"30-Jul-14",2,26
"171","A01A04","A01","A04",75,40,9,70,"5-Aug-14",2,26
"172","A01A04","A01","A04",75,40,9,70,"16-Sep-14",1,33
"173","A01A04","A01","A04",75,40,9,70,"13-Sep-14",1,33
"174","A01A04","A01","A04",75,40,9,70,"15-Sep-14",1,33
"175","A01A04","A01","A04",75,40,9,70,"1-Sep-14",1,33
"176","A01A04","A01","A04",75,40,9,70,"18-Jul-14",1,24
"177","A01A04","A01","A04",75,40,9,70,"29-Jul-14",2,26
"178","A01A04","A01","A04",75,40,9,70,"11-Jul-14",1,25
"179","A01A04","A01","A04",75,40,9,70,"11-Aug-14",1,11
"180","A01A04","A01","A04",75,40,9,70,"3-Jul-14",2,36
"181","A01A04","A01","A04",75,40,9,70,"10-Jul-14",1,25
"182","A01A04","A01","A04",75,40,9,70,"19-Sep-14",1,33
"183","A01A04","A01","A04",75,40,9,70,"9-Sep-14",1,1
"184","A01A04","A01","A04",75,40,9,70,"27-Aug-14",1,34
"185","A01A04","A01","A04",75,40,9,70,"11-Sep-14",1,33
"186","A01A04","A01","A04",75,40,9,70,"28-Jul-14",2,26
"187","A01A04","A01","A04",75,40,9,70,"31-Jul-14",2,26
"188","A01A04","A01","A04",75,40,9,70,"3-Sep-14",1,33
"189","A01A04","A01","A04",75,40,9,70,"14-Jul-14",1,25
"190","A01A04","A01","A04",75,40,9,70,"7-Aug-14",2,18
"191","A01A04","A01","A04",75,40,9,70,"2-Sep-14",1,33
"192","A01A04","A01","A04",75,40,9,70,"9-Jul-14",1,25
"193","A01A04","A01","A04",75,40,9,70,"8-Jul-14",1,25
"194","A01A04","A01","A04",75,40,9,70,"21-Jul-14",2,35
"195","A01A04","A01","A04",75,40,9,70,"10-Aug-14",1,11
"196","A01A04","A01","A04",75,40,9,70,"5-Sep-14",1,33
"197","A01A04","A01","A04",75,40,9,70,"12-Jul-14",1,25
"198","A01A04","A01","A04",75,40,9,70,"26-Aug-14",1,34
"199","A01A04","A01","A04",75,40,9,70,"25-Aug-14",1,34
"200","A01A04","A01","A04",75,40,9,70,"26-Jul-14",2,26
"201","A01A04","A01","A04",75,40,9,70,"29-Aug-14",1,33
"202","A01A04","A01","A04",75,40,9,70,"17-Jul-14",1,24
"203","A01A04","A01","A04",75,40,9,70,"9-Aug-14",1,11
"204","A01A04","A01","A04",75,40,9,70,"8-Aug-14",2,17
"205","A01A04","A01","A04",75,40,9,70,"4-Sep-14",1,33
"206","A01A04","A01","A04",75,40,9,70,"8-Sep-14",1,33
"207","A01A04","A01","A04",75,40,9,70,"28-Aug-14",1,33
"208","A01A04","A01","A04",75,40,9,70,"4-Jul-14",1,25
"209","A01A04","A01","A04",75,40,9,70,"7-Jul-14",1,25
"210","A01A05","A01","A05",75,50,9,69,"21-Aug-14",1,36
"211","A01A05","A01","A05",75,50,9,69,"9-Jul-14",1,35
"212","A01A05","A01","A05",75,50,9,69,"23-Aug-14",1,36
"213","A01A05","A01","A05",75,50,9,69,"29-Aug-14",1,36
"214","A01A05","A01","A05",75,50,9,69,"5-Jul-14",1,35
"215","A01A05","A01","A05",75,50,9,69,"9-Sep-14",1,36
"216","A01A05","A01","A05",75,50,9,69,"18-Jul-14",1,35
"217","A01A05","A01","A05",75,50,9,69,"16-Jul-14",1,35
"218","A01A05","A01","A05",75,50,9,69,"18-Aug-14",1,36
"219","A01A05","A01","A05",75,50,9,69,"15-Sep-14",1,36
"220","A01A05","A01","A05",75,50,9,69,"11-Aug-14",1,36
"221","A01A05","A01","A05",75,50,9,69,"14-Jul-14",1,35
"222","A01A05","A01","A05",75,50,9,69,"16-Sep-14",1,36
"223","A01A05","A01","A05",75,50,9,69,"10-Sep-14",1,36
"224","A01A05","A01","A05",75,50,9,69,"12-Sep-14",1,36
"225","A01A05","A01","A05",75,50,9,69,"15-Jul-14",1,35
"226","A01A05","A01","A05",75,50,9,69,"6-Sep-14",1,36
"227","A01A05","A01","A05",75,50,9,69,"3-Jul-14",1,35
"228","A01A05","A01","A05",75,50,9,69,"13-Sep-14",1,36
"229","A01A05","A01","A05",75,50,9,69,"22-Jul-14",1,35
"230","A01A05","A01","A05",75,50,9,69,"29-Jul-14",1,35
"231","A01A05","A01","A05",75,50,9,69,"27-Aug-14",1,36
"232","A01A05","A01","A05",75,50,9,69,"11-Jul-14",1,35
"233","A01A05","A01","A05",75,50,9,69,"3-Sep-14",1,36
"234","A01A05","A01","A05",75,50,9,69,"30-Jul-14",1,35
"235","A01A05","A01","A05",75,50,9,69,"15-Aug-14",1,36
"236","A01A05","A01","A05",75,50,9,69,"13-Aug-14",1,36
"237","A01A05","A01","A05",75,50,9,69,"5-Sep-14",1,36
"238","A01A05","A01","A05",75,50,9,69,"2-Sep-14",1,36
"239","A01A05","A01","A05",75,50,9,69,"19-Sep-14",1,19
"240","A01A05","A01","A05",75,50,9,69,"1-Sep-14",1,36
"241","A01A05","A01","A05",75,50,9,69,"12-Aug-14",1,36
"242","A01A05","A01","A05",75,50,9,69,"31-Jul-14",1,23
"243","A01A05","A01","A05",75,50,9,69,"11-Sep-14",1,36
"244","A01A05","A01","A05",75,50,9,69,"26-Jul-14",1,35
"245","A01A05","A01","A05",75,50,9,69,"28-Jul-14",1,35
"246","A01A05","A01","A05",75,50,9,69,"14-Aug-14",1,36
"247","A01A05","A01","A05",75,50,9,69,"22-Aug-14",1,36
"248","A01A05","A01","A05",75,50,9,69,"1-Aug-14",1,22
"249","A01A05","A01","A05",75,50,9,69,"26-Aug-14",1,36
"250","A01A05","A01","A05",75,50,9,69,"10-Jul-14",1,35
"251","A01A05","A01","A05",75,50,9,69,"8-Sep-14",1,36
"252","A01A05","A01","A05",75,50,9,69,"17-Jul-14",1,35
"253","A01A05","A01","A05",75,50,9,69,"21-Jul-14",1,35
"254","A01A05","A01","A05",75,50,9,69,"8-Jul-14",1,35
"255","A01A05","A01","A05",75,50,9,69,"4-Sep-14",1,36
"256","A01A05","A01","A05",75,50,9,69,"17-Sep-14",1,26
"257","A01A05","A01","A05",75,50,9,69,"28-Aug-14",1,36
"258","A01A05","A01","A05",75,50,9,69,"7-Jul-14",1,35
"259","A01A05","A01","A05",75,50,9,69,"19-Aug-14",1,36
"260","A01A05","A01","A05",75,50,9,69,"4-Jul-14",1,35
"261","A01A05","A01","A05",75,50,9,69,"25-Aug-14",1,36
"262","A01A05","A01","A05",75,50,9,69,"16-Aug-14",1,36
"263","A01A05","A01","A05",75,50,9,69,"12-Jul-14",1,35
"264","A01A06","A01","A06",75,60,9,68,"10-Sep-14",1,33
"265","A01A06","A01","A06",75,60,9,68,"26-Aug-14",1,34
"266","A01A06","A01","A06",75,60,9,68,"9-Sep-14",1,1
"267","A01A06","A01","A06",75,60,9,68,"11-Aug-14",1,18
"268","A01A06","A01","A06",75,60,9,68,"16-Jul-14",1,28
"269","A01A06","A01","A06",75,60,9,68,"29-Aug-14",1,33
"270","A01A06","A01","A06",75,60,9,68,"6-Aug-14",1,19
"271","A01A06","A01","A06",75,60,9,68,"13-Sep-14",1,33
"272","A01A06","A01","A06",75,60,9,68,"6-Sep-14",1,33
"273","A01A06","A01","A06",75,60,9,68,"2-Sep-14",1,33
"274","A01A06","A01","A06",75,60,9,68,"29-Jul-14",1,28
"275","A01A06","A01","A06",75,60,9,68,"3-Jul-14",1,28
"276","A01A06","A01","A06",75,60,9,68,"5-Sep-14",1,33
"277","A01A06","A01","A06",75,60,9,68,"3-Sep-14",1,33
"278","A01A06","A01","A06",75,60,9,68,"14-Jul-14",1,28
"279","A01A06","A01","A06",75,60,9,68,"7-Aug-14",1,18
"280","A01A06","A01","A06",75,60,9,68,"3-Aug-14",1,28
"281","A01A06","A01","A06",75,60,9,68,"4-Jul-14",1,28
"282","A01A06","A01","A06",75,60,9,68,"12-Jul-14",1,28
"283","A01A06","A01","A06",75,60,9,68,"15-Jul-14",1,28
"284","A01A06","A01","A06",75,60,9,68,"10-Aug-14",1,18
"285","A01A06","A01","A06",75,60,9,68,"9-Aug-14",1,18
"286","A01A06","A01","A06",75,60,9,68,"27-Aug-14",1,34
"287","A01A06","A01","A06",75,60,9,68,"28-Aug-14",1,33
"288","A01A06","A01","A06",75,60,9,68,"5-Jul-14",1,28
"289","A01A06","A01","A06",75,60,9,68,"16-Sep-14",1,33
"290","A01A06","A01","A06",75,60,9,68,"5-Aug-14",1,28
"291","A01A06","A01","A06",75,60,9,68,"25-Aug-14",1,34
"292","A01A06","A01","A06",75,60,9,68,"21-Jul-14",1,28
"293","A01A06","A01","A06",75,60,9,68,"17-Jul-14",1,28
"294","A01A06","A01","A06",75,60,9,68,"15-Sep-14",1,33
"295","A01A06","A01","A06",75,60,9,68,"17-Sep-14",1,33
"296","A01A06","A01","A06",75,60,9,68,"11-Sep-14",1,33
"297","A01A06","A01","A06",75,60,9,68,"18-Jul-14",1,28
"298","A01A06","A01","A06",75,60,9,68,"4-Sep-14",1,33
"299","A01A06","A01","A06",75,60,9,68,"8-Jul-14",1,28
"300","A01A06","A01","A06",75,60,9,68,"12-Sep-14",1,33
"301","A01A06","A01","A06",75,60,9,68,"11-Jul-14",1,28
"302","A01A06","A01","A06",75,60,9,68,"19-Sep-14",1,33
"303","A01A06","A01","A06",75,60,9,68,"28-Jul-14",1,28
"304","A01A06","A01","A06",75,60,9,68,"1-Aug-14",1,28
"305","A01A06","A01","A06",75,60,9,68,"8-Aug-14",1,18
"306","A01A06","A01","A06",75,60,9,68,"9-Jul-14",1,28
"307","A01A06","A01","A06",75,60,9,68,"26-Jul-14",1,28
"308","A01A06","A01","A06",75,60,9,68,"1-Sep-14",1,33
"309","A01A06","A01","A06",75,60,9,68,"30-Jul-14",1,28
"310","A01A06","A01","A06",75,60,9,68,"8-Sep-14",1,33
"311","A01A06","A01","A06",75,60,9,68,"7-Jul-14",1,28
"312","A01A06","A01","A06",75,60,9,68,"31-Jul-14",1,28
"313","A01A06","A01","A06",75,60,9,68,"10-Jul-14",1,28
"314","A01A06","A01","A06",75,60,9,68,"22-Jul-14",1,28
"315","A01B01","A01","B01",75,70,10,73,"21-Aug-14",1,36
"316","A01B01","A01","B01",75,70,10,73,"13-Sep-14",1,36
"317","A01B01","A01","B01",75,70,10,73,"18-Aug-14",1,36
"318","A01B01","A01","B01",75,70,10,73,"3-Aug-14",1,36
"319","A01B01","A01","B01",75,70,10,73,"6-Sep-14",1,36
"320","A01B01","A01","B01",75,70,10,73,"16-Jul-14",1,37
"321","A01B01","A01","B01",75,70,10,73,"4-Sep-14",1,36
"322","A01B01","A01","B01",75,70,10,73,"23-Aug-14",1,36
"323","A01B01","A01","B01",75,70,10,73,"26-Aug-14",1,36
"324","A01B01","A01","B01",75,70,10,73,"21-Jul-14",1,36
"325","A01B01","A01","B01",75,70,10,73,"13-Aug-14",1,36
"326","A01B01","A01","B01",75,70,10,73,"9-Sep-14",1,36
"327","A01B01","A01","B01",75,70,10,73,"29-Aug-14",1,36
"328","A01B01","A01","B01",75,70,10,73,"15-Jul-14",1,37
"329","A01B01","A01","B01",75,70,10,73,"10-Aug-14",1,36
"330","A01B01","A01","B01",75,70,10,73,"15-Aug-14",1,36
"331","A01B01","A01","B01",75,70,10,73,"19-Aug-14",1,36
"332","A01B01","A01","B01",75,70,10,73,"12-Jul-14",1,29
"333","A01B01","A01","B01",75,70,10,73,"5-Sep-14",1,36
"334","A01B01","A01","B01",75,70,10,73,"6-Aug-14",1,36
"335","A01B01","A01","B01",75,70,10,73,"3-Jul-14",2,65
"336","A01B01","A01","B01",75,70,10,73,"4-Jul-14",1,29
"337","A01B01","A01","B01",75,70,10,73,"9-Aug-14",1,36
"338","A01B01","A01","B01",75,70,10,73,"29-Jul-14",1,36
"339","A01B01","A01","B01",75,70,10,73,"11-Aug-14",1,36
"340","A01B01","A01","B01",75,70,10,73,"28-Aug-14",1,36
"341","A01B01","A01","B01",75,70,10,73,"7-Aug-14",1,36
"342","A01B01","A01","B01",75,70,10,73,"8-Jul-14",1,29
"343","A01B01","A01","B01",75,70,10,73,"12-Sep-14",1,36
"344","A01B01","A01","B01",75,70,10,73,"28-Jul-14",1,36
"345","A01B01","A01","B01",75,70,10,73,"14-Jul-14",1,37
"346","A01B01","A01","B01",75,70,10,73,"17-Jul-14",1,36
"347","A01B01","A01","B01",75,70,10,73,"27-Aug-14",1,36
"348","A01B01","A01","B01",75,70,10,73,"10-Sep-14",1,36
"349","A01B01","A01","B01",75,70,10,73,"19-Sep-14",1,36
"350","A01B01","A01","B01",75,70,10,73,"1-Aug-14",1,36
"351","A01B01","A01","B01",75,70,10,73,"11-Sep-14",1,36
"352","A01B01","A01","B01",75,70,10,73,"5-Aug-14",1,36
"353","A01B01","A01","B01",75,70,10,73,"26-Jul-14",1,36
"354","A01B01","A01","B01",75,70,10,73,"16-Sep-14",1,36
"355","A01B01","A01","B01",75,70,10,73,"8-Sep-14",1,36
"356","A01B01","A01","B01",75,70,10,73,"3-Sep-14",1,36
"357","A01B01","A01","B01",75,70,10,73,"2-Sep-14",1,36
"358","A01B01","A01","B01",75,70,10,73,"30-Jul-14",1,36
"359","A01B01","A01","B01",75,70,10,73,"22-Aug-14",1,36
"360","A01B01","A01","B01",75,70,10,73,"12-Aug-14",1,36
"361","A01B01","A01","B01",75,70,10,73,"14-Aug-14",1,36
"362","A01B01","A01","B01",75,70,10,73,"5-Jul-14",1,36
"363","A01B01","A01","B01",75,70,10,73,"11-Jul-14",1,29
"364","A01B01","A01","B01",75,70,10,73,"25-Aug-14",1,36
"365","A01B01","A01","B01",75,70,10,73,"16-Aug-14",1,36
"366","A01B01","A01","B01",75,70,10,73,"7-Jul-14",1,29
"367","A01B01","A01","B01",75,70,10,73,"9-Jul-14",1,29
"368","A01B01","A01","B01",75,70,10,73,"1-Sep-14",1,36
"369","A01B01","A01","B01",75,70,10,73,"22-Jul-14",1,36
"370","A01B01","A01","B01",75,70,10,73,"17-Sep-14",1,36
"371","A01B01","A01","B01",75,70,10,73,"10-Jul-14",1,29
"372","A01B01","A01","B01",75,70,10,73,"31-Jul-14",1,36
"373","A01B01","A01","B01",75,70,10,73,"18-Jul-14",1,36
"374","A01B01","A01","B01",75,70,10,73,"15-Sep-14",1,36
"375","A01B01","A01","B01",75,70,10,73,"8-Aug-14",1,36
"376","A01B02","A01","B02",75,80,10,72,"4-Sep-14",1,36
"377","A01B02","A01","B02",75,80,10,72,"21-Aug-14",1,17
"378","A01B02","A01","B02",75,80,10,72,"6-Aug-14",1,34
"379","A01B02","A01","B02",75,80,10,72,"8-Jul-14",1,21
"380","A01B02","A01","B02",75,80,10,72,"3-Aug-14",1,34
"381","A01B02","A01","B02",75,80,10,72,"13-Aug-14",1,34
"382","A01B02","A01","B02",75,80,10,72,"11-Aug-14",1,34
"383","A01B02","A01","B02",75,80,10,72,"6-Sep-14",1,36
"384","A01B02","A01","B02",75,80,10,72,"9-Sep-14",1,36
"385","A01B02","A01","B02",75,80,10,72,"3-Jul-14",2,54
"386","A01B02","A01","B02",75,80,10,72,"16-Jul-14",2,29
"387","A01B02","A01","B02",75,80,10,72,"3-Sep-14",1,36
"388","A01B02","A01","B02",75,80,10,72,"16-Sep-14",1,36
"389","A01B02","A01","B02",75,80,10,72,"28-Jul-14",1,34
"390","A01B02","A01","B02",75,80,10,72,"15-Aug-14",1,17
"391","A01B02","A01","B02",75,80,10,72,"8-Aug-14",1,34
"392","A01B02","A01","B02",75,80,10,72,"19-Aug-14",1,17
"393","A01B02","A01","B02",75,80,10,72,"13-Sep-14",1,36
"394","A01B02","A01","B02",75,80,10,72,"15-Jul-14",2,29
"395","A01B02","A01","B02",75,80,10,72,"4-Jul-14",1,21
"396","A01B02","A01","B02",75,80,10,72,"19-Sep-14",1,36
"397","A01B02","A01","B02",75,80,10,72,"26-Jul-14",1,34
"398","A01B02","A01","B02",75,80,10,72,"2-Sep-14",1,36
